lat,lon
13.0827,80.2707
13.082421553884712,80.26588248652773
13.082143107769424,80.2610639188528
13.081864661654135,80.25624324336076
13.081586215538849,80.2514194076131
13.08130776942356,80.24659136093454
13.081029323308272,80.24175805499921
13.080750877192983,80.23691844441544
13.080472431077695,80.23207148730916
13.080193984962406,80.22721614590505
13.07991553884712,80.22235138710565
13.079637092731831,80.21747618306767
13.079358646616543,80.21258951177553
13.079080200501254,80.2076903576115
13.078801754385966,80.20277771192234
13.078523308270677,80.19785057358213
13.078244862155389,80.1929079495507
13.077966416040102,80.1879488554278
13.077687969924813,80.18297231600226
13.077409523809525,80.17797736579608
13.077131077694236,80.1729630496031
13.076852631578948,80.16792842302192
13.07657418546366,80.16287255298288
13.076295739348371,80.15779451826855
13.076017293233084,80.15269341002774
13.075738847117796,80.14756833228259
13.075460401002507,80.1424184024284
13.075181954887219,80.13724275172615
13.07490350877193,80.1320405257871
13.074625062656642,80.12681088504955
13.074346616541355,80.12155300524716
13.074068170426067,80.11626607786894
13.073789724310778,80.11094931061027
13.07351127819549,80.10560192781493
13.073232832080201,80.10022317090797
13.072954385964913,80.09481229881877
13.072675939849624,80.08936858839463
13.072397493734337,80.08389133480422
13.072119047619049,80.07837985193078
13.07184060150376,80.07283347275491
13.071562155388472,80.0672515497268
13.071283709273184,80.06163345512745
13.071005263157895,80.0559785814189
13.070726817042607,80.05028634158319
13.07044837092732,80.04455616944986
13.070169924812031,80.0387875200119
13.069891478696743,80.03297986972973
13.069613032581454,80.02713271682335
13.069334586466166,80.02124558155231
13.069056140350877,80.01531800648328
13.06877769423559,80.00934955674542
13.068499248120302,80.00333982027283
13.068220802005014,79.99728840803456
13.067942355889725,79.99119495425165
13.067663909774437,79.9850591166012
13.067385463659148,79.97888057640733
13.06710701754386,79.97265903881902
13.066828571428573,79.96639423297455
13.066550125313285,79.96008591215273
13.066271679197996,79.95373385391048
13.065993233082708,79.94733786020689
13.065714786967419,79.94089775751382
13.06543634085213,79.93441339691265
13.065157894736842,79.92788465417738
13.064879448621555,79.92131142984393
13.064601002506267,79.91469364926564
13.064322556390978,79.90803126265494
13.06404411027569,79.90132424511108
13.063765664160401,79.89457259663406
13.063487218045113,79.88777634212462
13.063208771929826,79.88093553137035
13.062930325814538,79.8740502390179
13.06265187969925,79.86712056453138
13.06237343358396,79.86014663213672
13.062094987468672,79.85312859075259
13.061816541353384,79.84606661390713
13.061538095238095,79.83896089964122
13.061259649122809,79.83181167039797
13.06098120300752,79.82461917289857
13.060702756892232,79.81738367800472
13.060424310776943,79.81010548056744
13.060145864661655,79.80278489926263
13.059867418546366,79.79542227641318
13.059588972431078,79.78801797779805
13.059310526315791,79.78057239244819
13.059032080200502,79.7730859324295
13.058753634085214,79.76555903261281
13.058475187969925,79.75799215043148
13.058196741854637,79.75038576562592
13.057918295739348,79.74274037997617
13.057639849624062,79.73505651702177
13.057361403508773,79.72733472176978
13.057082957393485,79.71957556039061
13.056804511278196,79.71177961990225
13.056526065162908,79.70394750784263
13.05624761904762,79.69607985193078
13.05596917293233,79.6881772997165
13.055690726817044,79.6802405182192
13.055412280701756,79.6722701935556
13.055133834586467,79.66426703055708
13.054855388471179,79.65623175237634
13.05457694235589,79.64816510008396
13.054298496240602,79.64006783225491
13.054020050125313,79.63194072454542
13.053741604010026,79.62378456926008
13.053463157894738,79.61560017490991
13.05318471177945,79.60738836576124
13.052906265664161,79.59914998137577
13.052627819548873,79.59088587614224
13.052349373433584,79.58259691879967
13.052070927318297,79.57428399195275
13.051792481203009,79.56594799157936
13.05151403508772,79.55758982653069
13.051235588972432,79.54921041802415
13.050957142857143,79.54081069912941
13.050678696741855,79.53239161424787
13.050400250626566,79.52395411858569
13.05012180451128,79.51549917762087
13.049843358395991,79.50702776656458
13.049564912280703,79.49854086981708
13.049286466165414,79.49003948041852
13.049008020050126,79.48152459949483
13.048729573934837,79.47299723569925
13.04845112781955,79.4644584046495
13.048172681704262,79.45590912836118
13.047894235588974,79.44735043467757
13.047615789473685,79.43878335669613
13.047337343358397,79.43020893219219
13.047058897243108,79.4216282030398
13.04678045112782,79.41304221463065
13.046502005012533,79.40445201529059
13.046223558897244,79.39585865569491
13.045945112781956,79.38726318828212
13.045666666666667,79.37866666666667
13.045388220551379,79.37007014505123
13.04510977443609,79.36147467763844
13.044831328320802,79.35288131804276
13.044552882205515,79.3442911187027
13.044274436090227,79.33570513029353
13.043995989974938,79.32712440114115
13.04371754385965,79.3185499766372
13.043439097744361,79.30998289865576
13.043160651629073,79.30142420497215
13.042882205513786,79.29287492868383
13.042603759398498,79.28433609763408
13.042325313283209,79.2758087338385
13.04204686716792,79.26729385291482
13.041768421052632,79.25879246351626
13.041489974937344,79.25030556676876
13.041211528822055,79.24183415571247
13.040933082706768,79.23337921474764
13.04065463659148,79.22494171908546
13.040376190476191,79.21652263420393
13.040097744360903,79.20812291530919
13.039819298245614,79.19974350680265
13.039540852130326,79.19138534175397
13.039262406015037,79.18304934138058
13.03898395989975,79.17473641453368
13.038705513784462,79.16644745719111
13.038427067669174,79.15818335195758
13.038148621553885,79.14994496757211
13.037870175438597,79.14173315842343
13.037591729323308,79.13354876407327
13.037313283208022,79.12539260878793
13.037034837092733,79.11726550107844
13.036756390977445,79.10916823324939
13.036477944862156,79.101101580957
13.036199498746868,79.09306630277625
13.03592105263158,79.08506313977773
13.03564260651629,79.07709281511414
13.035364160401004,79.06915603361684
13.035085714285715,79.06125348140256
13.034807268170427,79.05338582549071
13.034528822055139,79.04555371343109
13.03425037593985,79.03775777294273
13.033971929824562,79.02999861156356
13.033693483709273,79.02227681631156
13.033415037593986,79.01459295335717
13.033136591478698,79.00694756770741
13.03285814536341,78.99934118290186
13.03257969924812,78.99177430072052
13.032301253132832,78.98424740090384
13.032022807017544,78.97676094088514
13.031744360902257,78.96931535553529
13.031465914786969,78.96191105692016
13.03118746867168,78.95454843407072
13.030909022556392,78.9472278527659
13.030630576441103,78.93994965532863
13.030352130325815,78.93271416043478
13.030073684210526,78.92552166293538
13.02979523809524,78.91837243369213
13.029516791979951,78.91126671942622
13.029238345864663,78.90420474258076
13.028959899749374,78.89718670119663
13.028681453634086,78.89021276880197
13.028403007518797,78.88328309431543
13.028124561403509,78.87639780196298
13.027846115288222,78.86955699120871
13.027567669172933,78.86276073669927
13.027289223057645,78.85600908822225
13.027010776942356,78.84930207067839
13.026732330827068,78.84263968406769
13.02645388471178,78.83602190348941
13.026175438596493,78.82944867915596
13.025896992481204,78.82291993642069
13.025618546365916,78.81643557581951
13.025340100250627,78.80999547312645
13.025061654135339,78.80359947942286
13.02478320802005,78.7972474211806
13.024504761904762,78.79093910035878
13.024226315789475,78.78467429451432
13.023947869674187,78.778452756926
13.023669423558898,78.77227421673213
13.02339097744361,78.76613837908168
13.023112531328321,78.76004492529879
13.022834085213033,78.75399351306052
13.022555639097744,78.74798377658793
13.022277192982457,78.74201532685007
13.021998746867169,78.73608775178104
13.02172030075188,78.73020061651
13.021441854636592,78.72435346360362
13.021163408521303,78.71854581332146
13.020884962406015,78.71277716388349
13.020606516290728,78.70704699175016
13.02032807017544,78.70135475191444
13.020049624060151,78.69569987820589
13.019771177944863,78.69008178360653
13.019492731829574,78.68449986057843
13.019214285714286,78.67895348140256
13.018935839598997,78.67344199852911
13.01865739348371,78.6679647449387
13.018378947368422,78.66252103451457
13.018100501253134,78.65711016242537
13.017822055137845,78.6517314055184
13.017543609022557,78.64638402272307
13.017265162907268,78.64106725546439
13.01698671679198,78.63578032808617
13.016708270676693,78.63052244828378
13.016429824561405,78.62529280754623
13.016151378446116,78.62009058160719
13.015872932330828,78.61491493090493
13.015594486215539,78.60976500105075
13.01531604010025,78.6046399233056
13.015037593984964,78.5995388150648
13.014759147869675,78.59446078035047
13.014480701754387,78.58940491031143
13.014202255639098,78.58437028373025
13.01392380952381,78.57935596753727
13.013645363408521,78.57436101733109
13.013366917293233,78.56938447790554
13.013088471177946,78.56442538378265
13.012810025062658,78.55948275975122
13.01253157894737,78.554555621411
13.01225313283208,78.54964297572184
13.011974686716792,78.5447438215578
13.011696240601504,78.53985715026566
13.011417794486217,78.53498194622769
13.011139348370929,78.53011718742829
13.01086090225564,78.52526184602418
13.010582456140352,78.5204148889179
13.010304010025063,78.51557527833413
13.010025563909775,78.51074197239879
13.009747117794486,78.50591392572024
13.0094686716792,78.50109008997258
13.009190225563911,78.49626941448054
13.008911779448622,78.4914508468056
13.008633333333334,78.48663333333333
13.008354887218045,78.48181581986105
13.008076441102757,78.47699725218612
13.007797994987468,78.47217657669408
13.007519548872182,78.46735274094642
13.007241102756893,78.46252469426788
13.006962656641605,78.45769138833255
13.006684210526316,78.45285177774878
13.006405764411028,78.4480048206425
13.00612731829574,78.44314947923839
13.005848872180453,78.43828472043899
13.005570426065164,78.43340951640101
13.005291979949876,78.42852284510887
13.005013533834587,78.42362369094484
13.004735087719299,78.41871104525568
13.00445664160401,78.41378390691546
13.004178195488722,78.40884128288403
13.003899749373435,78.40388218876113
13.003621303258146,78.39890564933559
13.003342857142858,78.3939106991294
13.00306441102757,78.38889638293642
13.002785964912281,78.38386175635524
13.002507518796993,78.3788058863162
13.002229072681704,78.37372785160187
13.001950626566417,78.36862674336106
13.001672180451129,78.36350166561591
13.00139373433584,78.35835173576173
13.001115288220552,78.35317608505947
13.000836842105263,78.34797385912043
13.000558395989975,78.34274421838288
13.000279949874688,78.33748633858049
13.0000015037594,78.33219941120227
12.999723057644111,78.32688264394359
12.999444611528823,78.32153526114827
12.999166165413534,78.3161565042413
12.998887719298246,78.3107456321521
12.998609273182957,78.30530192172797
12.99833082706767,78.29982466813756
12.998052380952382,78.29431318526412
12.997773934837094,78.28876680608825
12.997495488721805,78.28318488306014
12.997217042606517,78.27756678846079
12.996938596491228,78.27191191475224
12.99666015037594,78.26621967491651
12.996381704260653,78.26048950278319
12.996103258145364,78.25472085334522
12.995824812030076,78.24891320306305
12.995546365914787,78.24306605015667
12.995267919799499,78.23717891488563
12.99498947368421,78.23125133981661
12.994711027568924,78.22528289007874
12.994432581453635,78.21927315360615
12.994154135338347,78.21322174136789
12.993875689223058,78.20712828758498
12.99359724310777,78.20099244993453
12.993318796992481,78.19481390974066
12.993040350877193,78.18859237215234
12.992761904761906,78.18232756630788
12.992483458646618,78.17601924548606
12.992205012531329,78.1696671872438
12.99192656641604,78.16327119354021
12.991648120300752,78.15683109084715
12.991369674185464,78.15034673024599
12.991091228070175,78.14381798751072
12.990812781954888,78.13724476317726
12.9905343358396,78.13062698259898
12.990255889724311,78.12396459598828
12.989977443609023,78.11725757844442
12.989698997493734,78.1105059299674
12.989420551378446,78.10370967545796
12.98914210526316,78.0968688647037
12.98886365914787,78.08998357235124
12.988585213032582,78.0830538978647
12.988306766917294,78.07607996547004
12.988028320802005,78.06906192408591
12.987749874686717,78.06199994724045
12.987471428571428,78.05489423297455
12.987192982456142,78.0477450037313
12.986914536340853,78.04055250623189
12.986636090225565,78.03331701133804
12.986357644110276,78.02603881390077
12.986079197994988,78.01871823259596
12.9858007518797,78.0113556097465
12.98552230576441,78.00395131113137
12.985243859649124,77.99650572578152
12.984965413533835,77.98901926576282
12.984686967418547,77.98149236594614
12.984408521303259,77.9739254837648
12.98413007518797,77.96631909895925
12.983851629072682,77.9586737133095
12.983573182957395,77.9509898503551
12.983294736842106,77.94326805510312
12.983016290726818,77.93550889372395
12.98273784461153,77.92771295323558
12.98245939849624,77.91988084117597
12.982180952380952,77.91201318526412
12.981902506265664,77.90411063304984
12.981624060150377,77.89617385155253
12.981345614035089,77.88820352688894
12.9810671679198,77.88020036389042
12.980788721804512,77.87216508570967
12.980510275689223,77.86409843341728
12.980231829573935,77.85600116558824
12.979953383458646,77.84787405787874
12.97967493734336,77.8397179025934
12.979396491228071,77.83153350824324
12.979118045112783,77.82332169909456
12.978839598997494,77.8150833147091
12.978561152882206,77.80681920947556
12.978282706766917,77.79853025213299
12.97800426065163,77.79021732528608
12.977725814536342,77.78188132491269
12.977447368421053,77.77352315986401
12.977168922305765,77.76514375135747
12.976890476190476,77.75674403246273
12.976612030075188,77.7483249475812
12.9763335839599,77.73988745191902
12.976055137844613,77.73143251095419
12.975776691729324,77.7229610998979
12.975498245614036,77.7144742031504
12.975219799498747,77.70597281375186
12.974941353383459,77.69745793282817
12.97466290726817,77.68893056903259
12.974384461152884,77.68039173798284
12.974106015037595,77.67184246169452
12.973827568922307,77.66328376801091
12.973549122807018,77.65471669002947
12.97327067669173,77.64614226552553
12.972992230576441,77.63756153637314
12.972713784461153,77.62897554796398
12.972435338345866,77.62038534862391
12.972156892230577,77.61179198902823
12.971878446115289,77.60319652161544
12.9716,77.5946
